G1	G2	G3	G4	Name
A	0	0	0	農業，林業
A	1	0	0	農業
A	1	10	0	管理，補助的経済活動を行う事業所（01農業）
A	1	10	100	主として管理事務を行う本社等
A	1	10	109	その他の管理，補助的経済活動を行う事業所
A	1	11	0	耕種農業
A	1	11	111	米作農業
A	1	11	112	米作以外の穀作農業
A	1	11	113	野菜作農業（きのこ類の栽培を含む）
A	1	11	114	果樹作農業
A	1	11	115	花き作農業
A	1	11	116	工芸農作物農業
A	1	11	117	ばれいしょ・かんしょ作農業
A	1	11	119	その他の耕種農業
A	1	12	0	畜産農業
A	1	12	121	酪農業
A	1	12	122	肉用牛生産業
A	1	12	123	養豚業
A	1	12	124	養鶏業
A	1	12	125	畜産類似業
A	1	12	126	養蚕農業
A	1	12	129	その他の畜産農業
A	1	13	0	農業サービス業（園芸サービス業を除く）
A	1	13	131	穀作サービス業
A	1	13	132	野菜作・果樹作サービス業
A	1	13	133	穀作，野菜作・果樹作以外の耕種サービス業
A	1	13	134	畜産サービス業（獣医業を除く）
A	1	14	0	園芸サービス業
A	1	14	141	園芸サービス業
A	2	0	0	林業
A	2	20	0	管理，補助的経済活動を行う事業所（02林業）
A	2	20	200	主として管理事務を行う本社等
A	2	20	209	その他の管理，補助的経済活動を行う事業所
A	2	21	0	育林業
A	2	21	211	育林業
A	2	22	0	素材生産業
A	2	22	221	素材生産業
A	2	23	0	特用林産物生産業（きのこ類の栽培を除く）
A	2	23	231	製薪炭業
A	2	23	239	その他の特用林産物生産業（きのこ類の栽培を除く）
A	2	24	0	林業サービス業
A	2	24	241	育林サービス業
A	2	24	242	素材生産サービス業
A	2	24	243	山林種苗生産サービス業
A	2	24	249	その他の林業サービス業
A	2	29	0	その他の林業
A	2	29	299	その他の林業
B	0	0	0	漁業
B	3	0	0	漁業（水産養殖業を除く）
B	3	30	0	管理，補助的経済活動を行う事業所（03漁業）
B	3	30	300	主として管理事務を行う本社等
B	3	30	309	その他の管理，補助的経済活動を行う事業所
B	3	31	0	海面漁業
B	3	31	311	底びき網漁業
B	3	31	312	まき網漁業
B	3	31	313	刺網漁業
B	3	31	314	釣・はえ縄漁業
B	3	31	315	定置網漁業
B	3	31	316	地びき網・船びき網漁業
B	3	31	317	採貝・採藻業
B	3	31	318	捕鯨業
B	3	31	319	その他の海面漁業
B	3	32	0	内水面漁業
B	3	32	321	内水面漁業
B	4	0	0	水産養殖業
B	4	40	0	管理，補助的経済活動を行う事業所（04水産養殖業）
B	4	40	400	主として管理事務を行う本社等
B	4	40	409	その他の管理，補助的経済活動を行う事業所
B	4	41	0	海面養殖業
B	4	41	411	魚類養殖業
B	4	41	412	貝類養殖業
B	4	41	413	藻類養殖業
B	4	41	414	真珠養殖業
B	4	41	415	種苗養殖業
B	4	41	419	その他の海面養殖業
B	4	42	0	内水面養殖業
B	4	42	421	内水面養殖業
C	0	0	0	鉱業，採石業，砂利採取業
C	5	0	0	鉱業，採石業，砂利採取業
C	5	50	0	管理，補助的経済活動を行う事業所（05鉱業，採石業，砂利採取業）
C	5	50	500	主として管理事務を行う本社等
C	5	50	509	その他の管理，補助的経済活動を行う事業所
C	5	51	0	金属鉱業
C	5	51	511	金・銀鉱業
C	5	51	512	鉛・亜鉛鉱業
C	5	51	513	鉄鉱業
C	5	51	519	その他の金属鉱業
C	5	52	0	石炭・亜炭鉱業
C	5	52	521	石炭鉱業（石炭選別業を含む）
C	5	52	522	亜炭鉱業
C	5	53	0	原油・天然ガス鉱業
C	5	53	531	原油鉱業
C	5	53	532	天然ガス鉱業
C	5	54	0	採石業，砂・砂利・玉石採取業
C	5	54	541	花こう岩・同類似岩石採石業
C	5	54	542	石英粗面岩・同類似岩石採石業
C	5	54	543	安山岩・同類似岩石採石業
C	5	54	544	大理石採石業
C	5	54	545	ぎょう灰岩採石業
C	5	54	546	砂岩採石業
C	5	54	547	粘板岩採石業
C	5	54	548	砂・砂利・玉石採取業
C	5	54	549	その他の採石業，砂・砂利・玉石採取業
C	5	55	0	窯業原料用鉱物鉱業（耐火物・陶磁器・ガラス・セメント原料用に限る）
C	5	55	551	耐火粘土鉱業
C	5	55	552	ろう石鉱業
C	5	55	553	ドロマイト鉱業
C	5	55	554	長石鉱業
C	5	55	555	けい石鉱業
C	5	55	556	天然けい砂鉱業
C	5	55	557	石灰石鉱業
C	5	55	559	その他の窯業原料用鉱物鉱業
C	5	59	0	その他の鉱業
C	5	59	591	酸性白土鉱業
C	5	59	592	ベントナイト鉱業
C	5	59	593	けいそう土鉱業
C	5	59	594	滑石鉱業
C	5	59	599	他に分類されない鉱業
D	0	0	0	建設業
D	6	0	0	総合工事業
D	6	60	0	管理，補助的経済活動を行う事業所（06総合工事業）
D	6	60	600	主として管理事務を行う本社等
D	6	60	609	その他の管理，補助的経済活動を行う事業所
D	6	61	0	一般土木建築工事業
D	6	61	611	一般土木建築工事業
D	6	62	0	土木工事業（舗装工事業を除く）
D	6	62	621	土木工事業(別掲を除く)
D	6	62	622	造園工事業
D	6	62	623	しゅんせつ工事業
D	6	63	0	舗装工事業
D	6	63	631	舗装工事業
D	6	64	0	建築工事業(木造建築工事業を除く)
D	6	64	641	建築工事業(木造建築工事業を除く)
D	6	65	0	木造建築工事業
D	6	65	651	木造建築工事業
D	6	66	0	建築リフォーム工事業
D	6	66	661	建築リフォーム工事業
D	7	0	0	職別工事業(設備工事業を除く)
D	7	70	0	管理，補助的経済活動を行う事業所（07職別工事業）
D	7	70	700	主として管理事務を行う本社等
D	7	70	709	その他の管理，補助的経済活動を行う事業所
D	7	71	0	大工工事業
D	7	71	711	大工工事業(型枠大工工事業を除く)
D	7	71	712	型枠大工工事業
D	7	72	0	とび・土工・コンクリート工事業
D	7	72	721	とび工事業
D	7	72	722	土工・コンクリート工事業
D	7	72	723	特殊コンクリート工事業
D	7	73	0	鉄骨・鉄筋工事業
D	7	73	731	鉄骨工事業
D	7	73	732	鉄筋工事業
D	7	74	0	石工・れんが・タイル・ブロック工事業
D	7	74	741	石工工事業
D	7	74	742	れんが工事業
D	7	74	743	タイル工事業
D	7	74	744	コンクリートブロック工事業
D	7	75	0	左官工事業
D	7	75	751	左官工事業
D	7	76	0	板金・金物工事業
D	7	76	761	金属製屋根工事業
D	7	76	762	板金工事業
D	7	76	763	建築金物工事業
D	7	77	0	塗装工事業
D	7	77	771	塗装工事業（道路標示・区画線工事業を除く）
D	7	77	772	道路標示・区画線工事業
D	7	78	0	床・内装工事業
D	7	78	781	床工事業
D	7	78	782	内装工事業
D	7	79	0	その他の職別工事業
D	7	79	791	ガラス工事業
D	7	79	792	金属製建具工事業
D	7	79	793	木製建具工事業
D	7	79	794	屋根工事業（金属製屋根工事業を除く）
D	7	79	795	防水工事業
D	7	79	796	はつり・解体工事業
D	7	79	799	他に分類されない職別工事業
D	8	0	0	設備工事業
D	8	80	0	管理，補助的経済活動を行う事業所（08設備工事業）
D	8	80	800	主として管理事務を行う本社等
D	8	80	809	その他の管理，補助的経済活動を行う事業所
D	8	81	0	電気工事業
D	8	81	811	一般電気工事業
D	8	81	812	電気配線工事業
D	8	82	0	電気通信・信号装置工事業
D	8	82	821	電気通信工事業（有線テレビジョン放送設備設置工事業を除く）
D	8	82	822	有線テレビジョン放送設備設置工事業
D	8	82	823	信号装置工事業
D	8	83	0	管工事業（さく井工事業を除く）
D	8	83	831	一般管工事業
D	8	83	832	冷暖房設備工事業
D	8	83	833	給排水・衛生設備工事業
D	8	83	839	その他の管工事業
D	8	84	0	機械器具設置工事業
D	8	84	841	機械器具設置工事業（昇降設備工事業を除く）
D	8	84	842	昇降設備工事業
D	8	89	0	その他の設備工事業
D	8	89	891	築炉工事業
D	8	89	892	熱絶縁工事業
D	8	89	893	道路標識設置工事業
D	8	89	894	さく井工事業
E	0	0	0	製造業
E	9	0	0	食料品製造業
E	9	90	0	管理，補助的経済活動を行う事業所（09食料品製造業）
E	9	90	900	主として管理事務を行う本社等
E	9	90	909	その他の管理，補助的経済活動を行う事業所
E	9	91	0	畜産食料品製造業
E	9	91	911	部分肉・冷凍肉製造業
E	9	91	912	肉加工品製造業
E	9	91	913	処理牛乳・乳飲料製造業
E	9	91	914	乳製品製造業（処理牛乳，乳飲料を除く）
E	9	91	919	その他の畜産食料品製造業
E	9	92	0	水産食料品製造業
E	9	92	921	水産缶詰・瓶詰製造業
E	9	92	922	海藻加工業
E	9	92	923	水産練製品製造業
E	9	92	924	塩干・塩蔵品製造業
E	9	92	925	冷凍水産物製造業
E	9	92	926	冷凍水産食品製造業
E	9	92	929	その他の水産食料品製造業
E	9	93	0	野菜缶詰・果実缶詰・農産保存食料品製造業
E	9	93	931	野菜缶詰・果実缶詰・農産保存食料品製造業（野菜漬物を除く）
E	9	93	932	野菜漬物製造業（缶詰，瓶詰，つぼ詰を除く）
E	9	94	0	調味料製造業
E	9	94	941	味そ製造業
E	9	94	942	しょう油・食用アミノ酸製造業
E	9	94	943	ソース製造業
E	9	94	944	食酢製造業
E	9	94	949	その他の調味料製造業
E	9	95	0	糖類製造業
E	9	95	951	砂糖製造業（砂糖精製業を除く）
E	9	95	952	砂糖精製業
E	9	95	953	ぶどう糖・水あめ・異性化糖製造業
E	9	96	0	精穀・製粉業
E	9	96	961	精米・精麦業
E	9	96	962	小麦粉製造業
E	9	96	969	その他の精穀・製粉業
E	9	97	0	パン・菓子製造業
E	9	97	971	パン製造業
E	9	97	972	生菓子製造業
E	9	97	973	ビスケット類・干菓子製造業
E	9	97	974	米菓製造業
E	9	97	979	その他のパン・菓子製造業
E	9	98	0	動植物油脂製造業
E	9	98	981	動植物油脂製造業（食用油脂加工業を除く）
E	9	98	982	食用油脂加工業
E	9	99	0	その他の食料品製造業
E	9	99	991	でんぷん製造業
E	9	99	992	めん類製造業
E	9	99	993	豆腐・油揚製造業
E	9	99	994	あん類製造業
E	9	99	995	冷凍調理食品製造業
E	9	99	996	そう（惣）菜製造業
E	9	99	997	すし・弁当・調理パン製造業
E	9	99	998	レトルト食品製造業
E	9	99	999	他に分類されない食料品製造業
E	10	0	0	飲料・たばこ・飼料製造業
E	10	100	0	管理，補助的経済活動を行う事業所（10飲料・たばこ・飼料製造業）
E	10	100	1000	主として管理事務を行う本社等
E	10	100	1009	その他の管理，補助的経済活動を行う事業所
E	10	101	0	清涼飲料製造業
E	10	101	1011	清涼飲料製造業
E	10	102	0	酒類製造業
E	10	102	1021	果実酒製造業
E	10	102	1022	ビール類製造業
E	10	102	1023	清酒製造業
E	10	102	1024	蒸留酒・混成酒製造業
E	10	103	0	茶・コーヒー製造業（清涼飲料を除く）
E	10	103	1031	製茶業
E	10	103	1032	コーヒー製造業
E	10	104	0	製氷業
E	10	104	1041	製氷業
E	10	105	0	たばこ製造業
E	10	105	1051	たばこ製造業（葉たばこ処理業を除く)
E	10	105	1052	葉たばこ処理業
E	10	106	0	飼料・有機質肥料製造業
E	10	106	1061	配合飼料製造業
E	10	106	1062	単体飼料製造業
E	10	106	1063	有機質肥料製造業
E	11	0	0	繊維工業
E	11	110	0	管理，補助的経済活動を行う事業所（11繊維工業）
E	11	110	1100	主として管理事務を行う本社等
E	11	110	1109	その他の管理，補助的経済活動を行う事業所
E	11	111	0	製糸業，紡績業，化学繊維・ねん糸等製造業
E	11	111	1111	製糸業
E	11	111	1112	化学繊維製造業
E	11	111	1113	炭素繊維製造業
E	11	111	1114	綿紡績業
E	11	111	1115	化学繊維紡績業
E	11	111	1116	毛紡績業
E	11	111	1117	ねん糸製造業（かさ高加工糸を除く）
E	11	111	1118	かさ高加工糸製造業
E	11	111	1119	その他の紡績業
E	11	112	0	織物業
E	11	112	1121	綿・スフ織物業
E	11	112	1122	絹・人絹織物業
E	11	112	1123	毛織物業
E	11	112	1124	麻織物業
E	11	112	1125	細幅織物業
E	11	112	1129	その他の織物業
E	11	113	0	ニット生地製造業
E	11	113	1131	丸編ニット生地製造業
E	11	113	1132	たて編ニット生地製造業
E	11	113	1133	横編ニット生地製造業
E	11	114	0	染色整理業
E	11	114	1141	綿・スフ・麻織物機械染色業
E	11	114	1142	絹・人絹織物機械染色業
E	11	114	1143	毛織物機械染色整理業
E	11	114	1144	織物整理業
E	11	114	1145	織物手加工染色整理業
E	11	114	1146	綿状繊維・糸染色整理業
E	11	114	1147	ニット・レース染色整理業
E	11	114	1148	繊維雑品染色整理業
E	11	115	0	綱・網・レース・繊維粗製品製造業
E	11	115	1151	綱製造業
E	11	115	1152	漁網製造業
E	11	115	1153	網地製造業（漁網を除く）
E	11	115	1154	レース製造業
E	11	115	1155	組ひも製造業
E	11	115	1156	整毛業
E	11	115	1157	フェルト・不織布製造業
E	11	115	1158	上塗りした織物・防水した織物製造業
E	11	115	1159	その他の繊維粗製品製造業
E	11	116	0	外衣・シャツ製造業（和式を除く）
E	11	116	1161	織物製成人男子・少年服製造業（不織布製及びレース製を含む）
E	11	116	1162	織物製成人女子・少女服製造業（不織布製及びレース製を含む）
E	11	116	1163	織物製乳幼児服製造業（不織布製及びレース製を含む）
E	11	116	1164	織物製シャツ製造業（不織布製及びレース製を含み、下着を除く）
E	11	116	1165	織物製事務用・作業用・衛生用・スポーツ用衣服・学校服製造業（不織布製及びレース製を含む）
E	11	116	1166	ニット製外衣製造業（アウターシャツ類，セーター類などを除く）
E	11	116	1167	ニット製アウターシャツ類製造業
E	11	116	1168	セーター類製造業
E	11	116	1169	その他の外衣・シャツ製造業
E	11	117	0	下着類製造業
E	11	117	1171	織物製下着製造業
E	11	117	1172	ニット製下着製造業
E	11	117	1173	織物製・ニット製寝着類製造業
E	11	117	1174	補整着製造業
E	11	118	0	和装製品・その他の衣服・繊維製身の回り品製造業
E	11	118	1181	和装製品製造業（足袋を含む）
E	11	118	1182	ネクタイ製造業
E	11	118	1183	スカーフ・マフラー・ハンカチーフ製造業
E	11	118	1184	靴下製造業
E	11	118	1185	手袋製造業
E	11	118	1186	帽子製造業（帽体を含む）
E	11	118	1189	他に分類されない衣服・繊維製身の回り品製造業
E	11	119	0	その他の繊維製品製造業
E	11	119	1191	寝具製造業
E	11	119	1192	毛布製造業
E	11	119	1193	じゅうたん・その他の繊維製床敷物製造業
E	11	119	1194	帆布製品製造業
E	11	119	1195	繊維製袋製造業
E	11	119	1196	刺しゅう業
E	11	119	1197	タオル製造業
E	11	119	1198	繊維製衛生材料製造業
E	11	119	1199	他に分類されない繊維製品製造業
E	12	0	0	木材・木製品製造業（家具を除く）
E	12	120	0	管理，補助的経済活動を行う事業所（12木材・木製品製造業）
E	12	120	1200	主として管理事務を行う本社等
E	12	120	1209	その他の管理，補助的経済活動を行う事業所
E	12	121	0	製材業，木製品製造業
E	12	121	1211	一般製材業
E	12	121	1212	単板（ベニヤ）製造業
E	12	121	1213	木材チップ製造業
E	12	121	1219	その他の特殊製材業
E	12	122	0	造作材・合板・建築用組立材料製造業
E	12	122	1221	造作材製造業（建具を除く）
E	12	122	1222	合板製造業
E	12	122	1223	集成材製造業
E	12	122	1224	建築用木製組立材料製造業
E	12	122	1225	パーティクルボード製造業
E	12	122	1226	繊維板製造業
E	12	122	1227	銘木製造業
E	12	122	1228	床板製造業
E	12	123	0	木製容器製造業（竹，とうを含む）
E	12	123	1231	竹・とう・きりゅう等容器製造業
E	12	123	1232	木箱製造業
E	12	123	1233	たる・おけ製造業
E	12	129	0	その他の木製品製造業(竹，とうを含む)
E	12	129	1291	木材薬品処理業
E	12	129	1292	コルク加工基礎資材・コルク製品製造業
E	12	129	1299	他に分類されない木製品製造業(竹，とうを含む)
E	13	0	0	家具・装備品製造業
E	13	130	0	管理，補助的経済活動を行う事業所（13家具・装備品製造業）
E	13	130	1300	主として管理事務を行う本社等
E	13	130	1309	その他の管理，補助的経済活動を行う事業所
E	13	131	0	家具製造業
E	13	131	1311	木製家具製造業（漆塗りを除く）
E	13	131	1312	金属製家具製造業
E	13	131	1313	マットレス・組スプリング製造業
E	13	132	0	宗教用具製造業
E	13	132	1321	宗教用具製造業
E	13	133	0	建具製造業
E	13	133	1331	建具製造業
E	13	139	0	その他の家具・装備品製造業
E	13	139	1391	事務所用・店舗用装備品製造業
E	13	139	1392	窓用・扉用日よけ，日本びょうぶ等製造業
E	13	139	1393	鏡縁・額縁製造業
E	13	139	1399	他に分類されない家具・装備品製造業
E	14	0	0	パルプ・紙・紙加工品製造業
E	14	140	0	管理，補助的経済活動を行う事業所（14パルプ・紙・紙加工品製造業）
E	14	140	1400	主として管理事務を行う本社等
E	14	140	1409	その他の管理，補助的経済活動を行う事業所
E	14	141	0	パルプ製造業
E	14	141	1411	パルプ製造業
E	14	142	0	紙製造業
E	14	142	1421	洋紙製造業
E	14	142	1422	板紙製造業
E	14	142	1423	機械すき和紙製造業
E	14	142	1424	手すき和紙製造業
E	14	143	0	加工紙製造業
E	14	143	1431	塗工紙製造業（印刷用紙を除く）
E	14	143	1432	段ボール製造業
E	14	143	1433	壁紙・ふすま紙製造業
E	14	144	0	紙製品製造業
E	14	144	1441	事務用・学用紙製品製造業
E	14	144	1442	日用紙製品製造業
E	14	144	1449	その他の紙製品製造業
E	14	145	0	紙製容器製造業
E	14	145	1451	重包装紙袋製造業
E	14	145	1452	角底紙袋製造業
E	14	145	1453	段ボール箱製造業
E	14	145	1454	紙器製造業
E	14	149	0	その他のパルプ・紙・紙加工品製造業
E	14	149	1499	その他のパルプ・紙・紙加工品製造業
E	15	0	0	印刷・同関連業
E	15	150	0	管理，補助的経済活動を行う事業所（15印刷・同関連業）
E	15	150	1500	主として管理事務を行う本社等
E	15	150	1509	その他の管理，補助的経済活動を行う事業所
E	15	151	0	印刷業
E	15	151	1511	オフセット印刷業（紙に対するもの）
E	15	151	1512	オフセット印刷以外の印刷業（紙に対するもの）
E	15	151	1513	紙以外の印刷業
E	15	152	0	製版業
E	15	152	1521	製版業
E	15	153	0	製本業，印刷物加工業
E	15	153	1531	製本業
E	15	153	1532	印刷物加工業
E	15	159	0	印刷関連サービス業
E	15	159	1591	印刷関連サービス業
E	16	0	0	化学工業
E	16	160	0	管理，補助的経済活動を行う事業所（16化学工業）
E	16	160	1600	主として管理事務を行う本社等
E	16	160	1609	その他の管理，補助的経済活動を行う事業所
E	16	161	0	化学肥料製造業
E	16	161	1611	窒素質・りん酸質肥料製造業
E	16	161	1612	複合肥料製造業
E	16	161	1619	その他の化学肥料製造業
E	16	162	0	無機化学工業製品製造業
E	16	162	1621	ソーダ工業
E	16	162	1622	無機顔料製造業
E	16	162	1623	圧縮ガス・液化ガス製造業
E	16	162	1624	塩製造業
E	16	162	1629	その他の無機化学工業製品製造業
E	16	163	0	有機化学工業製品製造業
E	16	163	1631	石油化学系基礎製品製造業（一貫して生産される誘導品を含む）
E	16	163	1632	脂肪族系中間物製造業（脂肪族系溶剤を含む）
E	16	163	1633	発酵工業
E	16	163	1634	環式中間物・合成染料・有機顔料製造業
E	16	163	1635	プラスチック製造業
E	16	163	1636	合成ゴム製造業
E	16	163	1639	その他の有機化学工業製品製造業
E	16	164	0	油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業
E	16	164	1641	脂肪酸・硬化油・グリセリン製造業
E	16	164	1642	石けん・合成洗剤製造業
E	16	164	1643	界面活性剤製造業（石けん，合成洗剤を除く）
E	16	164	1644	塗料製造業
E	16	164	1645	印刷インキ製造業
E	16	164	1646	洗浄剤・磨用剤製造業
E	16	164	1647	ろうそく製造業
E	16	165	0	医薬品製造業
E	16	165	1651	医薬品原薬製造業
E	16	165	1652	医薬品製剤製造業
E	16	165	1653	生物学的製剤製造業
E	16	165	1654	生薬・漢方製剤製造業
E	16	165	1655	動物用医薬品製造業
E	16	166	0	化粧品・歯磨・その他の化粧用調整品製造業
E	16	166	1661	仕上用・皮膚用化粧品製造業（香水，オーデコロンを含む）
E	16	166	1662	頭髪用化粧品製造業
E	16	166	1669	その他の化粧品・歯磨・化粧用調整品製造業
E	16	169	0	その他の化学工業
E	16	169	1691	火薬類製造業
E	16	169	1692	農薬製造業
E	16	169	1693	香料製造業
E	16	169	1694	ゼラチン・接着剤製造業
E	16	169	1695	写真感光材料製造業
E	16	169	1696	天然樹脂製品・木材化学製品製造業
E	16	169	1697	試薬製造業
E	16	169	1699	他に分類されない化学工業製品製造業
E	17	0	0	石油製品・石炭製品製造業
E	17	170	0	管理，補助的経済活動を行う事業所（17石油製品・石炭製品製造業）
E	17	170	1700	主として管理事務を行う本社等
E	17	170	1709	その他の管理，補助的経済活動を行う事業所
E	17	171	0	石油精製業
E	17	171	1711	石油精製業
E	17	172	0	潤滑油・グリース製造業（石油精製業によらないもの）
E	17	172	1721	潤滑油・グリース製造業（石油精製業によらないもの）
E	17	173	0	コークス製造業
E	17	173	1731	コークス製造業
E	17	174	0	舗装材料製造業
E	17	174	1741	舗装材料製造業
E	17	179	0	その他の石油製品・石炭製品製造業
E	17	179	1799	その他の石油製品・石炭製品製造業
E	18	0	0	プラスチック製品製造業（別掲を除く）
E	18	180	0	管理，補助的経済活動を行う事業所（18プラスチック製品製造業）
E	18	180	1800	主として管理事務を行う本社等
E	18	180	1809	その他の管理，補助的経済活動を行う事業所
E	18	181	0	プラスチック板・棒・管・継手・異形押出製品製造業
E	18	181	1811	プラスチック板・棒製造業
E	18	181	1812	プラスチック管製造業
E	18	181	1813	プラスチック継手製造業
E	18	181	1814	プラスチック異形押出製品製造業
E	18	181	1815	プラスチック板・棒・管・継手・異形押出製品加工業
E	18	182	0	プラスチックフィルム・シート・床材・合成皮革製造業
E	18	182	1821	プラスチックフィルム製造業
E	18	182	1822	プラスチックシート製造業
E	18	182	1823	プラスチック床材製造業
E	18	182	1824	合成皮革製造業
E	18	182	1825	プラスチックフィルム・シート・床材・合成皮革加工業
E	18	183	0	工業用プラスチック製品製造業
E	18	183	1831	電気機械器具用プラスチック製品製造業（加工業を除く）
E	18	183	1832	輸送機械器具用プラスチック製品製造業（加工業を除く）
E	18	183	1833	その他の工業用プラスチック製品製造業（加工業を除く）
E	18	183	1834	工業用プラスチック製品加工業
E	18	184	0	発泡・強化プラスチック製品製造業
E	18	184	1841	軟質プラスチック発泡製品製造業（半硬質性を含む）
E	18	184	1842	硬質プラスチック発泡製品製造業
E	18	184	1843	強化プラスチック製板・棒・管・継手製造業
E	18	184	1844	強化プラスチック製容器・浴槽等製造業
E	18	184	1845	発泡・強化プラスチック製品加工業
E	18	185	0	プラスチック成形材料製造業（廃プラスチックを含む）
E	18	185	1851	プラスチック成形材料製造業
E	18	185	1852	廃プラスチック製品製造業
E	18	189	0	その他のプラスチック製品製造業
E	18	189	1891	プラスチック製日用雑貨・食卓用品製造業
E	18	189	1892	プラスチック製容器製造業
E	18	189	1897	他に分類されないプラスチック製品製造業
E	18	189	1898	他に分類されないプラスチック製品加工業
E	19	0	0	ゴム製品製造業
E	19	190	0	管理，補助的経済活動を行う事業所（19ゴム製品製造業）
E	19	190	1900	主として管理事務を行う本社等
E	19	190	1909	その他の管理，補助的経済活動を行う事業所
E	19	191	0	タイヤ・チューブ製造業
E	19	191	1911	自動車タイヤ・チューブ製造業
E	19	191	1919	その他のタイヤ・チューブ製造業
E	19	192	0	ゴム製・プラスチック製履物・同附属品製造業
E	19	192	1921	ゴム製履物・同附属品製造業
E	19	192	1922	プラスチック製履物・同附属品製造業
E	19	193	0	ゴムベルト・ゴムホース・工業用ゴム製品製造業
E	19	193	1931	ゴムベルト製造業
E	19	193	1932	ゴムホース製造業
E	19	193	1933	工業用ゴム製品製造業
E	19	199	0	その他のゴム製品製造業
E	19	199	1991	ゴム引布・同製品製造業
E	19	199	1992	医療・衛生用ゴム製品製造業
E	19	199	1993	ゴム練生地製造業
E	19	199	1994	更生タイヤ製造業
E	19	199	1995	再生ゴム製造業
E	19	199	1999	他に分類されないゴム製品製造業
E	20	0	0	なめし革・同製品・毛皮製造業
E	20	200	0	管理，補助的経済活動を行う事業所（20なめし革・同製品・毛皮製造業）
E	20	200	2000	主として管理事務を行う本社等
E	20	200	2009	その他の管理，補助的経済活動を行う事業所
E	20	201	0	なめし革製造業
E	20	201	2011	なめし革製造業
E	20	202	0	工業用革製品製造業（手袋を除く）
E	20	202	2021	工業用革製品製造業（手袋を除く）
E	20	203	0	革製履物用材料・同附属品製造業
E	20	203	2031	革製履物用材料・同附属品製造業
E	20	204	0	革製履物製造業
E	20	204	2041	革製履物製造業
E	20	205	0	革製手袋製造業
E	20	205	2051	革製手袋製造業
E	20	206	0	かばん製造業
E	20	206	2061	かばん製造業
E	20	207	0	袋物製造業
E	20	207	2071	袋物製造業（ハンドバッグを除く）
E	20	207	2072	ハンドバッグ製造業
E	20	208	0	毛皮製造業
E	20	208	2081	毛皮製造業
E	20	209	0	その他のなめし革製品製造業
E	20	209	2099	その他のなめし革製品製造業
E	21	0	0	窯業・土石製品製造業
E	21	210	0	管理，補助的経済活動を行う事業所（21窯業・土石製品製造業）
E	21	210	2100	主として管理事務を行う本社等
E	21	210	2109	その他の管理，補助的経済活動を行う事業所
E	21	211	0	ガラス・同製品製造業
E	21	211	2111	板ガラス製造業
E	21	211	2112	板ガラス加工業
E	21	211	2113	ガラス製加工素材製造業
E	21	211	2114	ガラス容器製造業
E	21	211	2115	理化学用・医療用ガラス器具製造業
E	21	211	2116	卓上用・ちゅう房用ガラス器具製造業
E	21	211	2117	ガラス繊維・同製品製造業
E	21	211	2119	その他のガラス・同製品製造業
E	21	212	0	セメント・同製品製造業
E	21	212	2121	セメント製造業
E	21	212	2122	生コンクリート製造業
E	21	212	2123	コンクリート製品製造業
E	21	212	2129	その他のセメント製品製造業
E	21	213	0	建設用粘土製品製造業（陶磁器製を除く)
E	21	213	2131	粘土かわら製造業
E	21	213	2132	普通れんが製造業
E	21	213	2139	その他の建設用粘土製品製造業
E	21	214	0	陶磁器・同関連製品製造業
E	21	214	2141	衛生陶器製造業
E	21	214	2142	食卓用・ちゅう房用陶磁器製造業
E	21	214	2143	陶磁器製置物製造業
E	21	214	2144	電気用陶磁器製造業
E	21	214	2145	理化学用・工業用陶磁器製造業
E	21	214	2146	陶磁器製タイル製造業
E	21	214	2147	陶磁器絵付業
E	21	214	2148	陶磁器用はい（坏）土製造業
E	21	214	2149	その他の陶磁器・同関連製品製造業
E	21	215	0	耐火物製造業
E	21	215	2151	耐火れんが製造業
E	21	215	2152	不定形耐火物製造業
E	21	215	2159	その他の耐火物製造業
E	21	216	0	炭素・黒鉛製品製造業
E	21	216	2161	炭素質電極製造業
E	21	216	2169	その他の炭素・黒鉛製品製造業
E	21	217	0	研磨材・同製品製造業
E	21	217	2171	研磨材製造業
E	21	217	2172	研削と石製造業
E	21	217	2173	研磨布紙製造業
E	21	217	2179	その他の研磨材・同製品製造業
E	21	218	0	骨材・石工品等製造業
E	21	218	2181	砕石製造業
E	21	218	2182	再生骨材製造業
E	21	218	2183	人工骨材製造業
E	21	218	2184	石工品製造業
E	21	218	2185	けいそう土・同製品製造業
E	21	218	2186	鉱物・土石粉砕等処理業
E	21	219	0	その他の窯業・土石製品製造業
E	21	219	2191	ロックウール・同製品製造業
E	21	219	2192	石こう（膏）製品製造業
E	21	219	2193	石灰製造業
E	21	219	2194	鋳型製造業（中子を含む）
E	21	219	2199	他に分類されない窯業・土石製品製造業
E	22	0	0	鉄鋼業
E	22	220	0	管理，補助的経済活動を行う事業所（22鉄鋼業）
E	22	220	2200	主として管理事務を行う本社等
E	22	220	2209	その他の管理，補助的経済活動を行う事業所
E	22	221	0	製鉄業
E	22	221	2211	高炉による製鉄業
E	22	221	2212	高炉によらない製鉄業
E	22	221	2213	フェロアロイ製造業
E	22	222	0	製鋼・製鋼圧延業
E	22	222	2221	製鋼・製鋼圧延業
E	22	223	0	製鋼を行わない鋼材製造業（表面処理鋼材を除く）
E	22	223	2231	熱間圧延業（鋼管，伸鉄を除く）
