G1	G2	G3	G4	Name
M	77	770	0	管理，補助的経済活動を行う事業所（77持ち帰り・配達飲食サービス業）
M	77	770	7700	主として管理事務を行う本社等
M	77	770	7709	その他の管理，補助的経済活動を行う事業所
M	77	771	0	持ち帰り飲食サービス業
M	77	771	7711	持ち帰り飲食サービス業
M	77	772	0	配達飲食サービス業
M	77	772	7721	配達飲食サービス業
N	0	0	0	生活関連サービス業，娯楽業
N	78	0	0	洗濯・理容・美容・浴場業
N	78	780	0	管理，補助的経済活動を行う事業所（78洗濯・理容・美容・浴場業）
N	78	780	7800	主として管理事務を行う本社等
N	78	780	7809	その他の管理，補助的経済活動を行う事業所
N	78	781	0	洗濯業
N	78	781	7811	普通洗濯業
N	78	781	7812	洗濯物取次業
N	78	781	7813	リネンサプライ業
N	78	782	0	理容業
N	78	782	7821	理容業
N	78	783	0	美容業
N	78	783	7831	美容業
N	78	784	0	一般公衆浴場業
N	78	784	7841	一般公衆浴場業
N	78	785	0	その他の公衆浴場業
N	78	785	7851	その他の公衆浴場業
N	78	789	0	その他の洗濯・理容・美容・浴場業
N	78	789	7891	洗張・染物業
N	78	789	7892	エステティック業
N	78	789	7893	リラクゼーション業(手技を用いるもの)
N	78	789	7894	ネイルサービス業
N	78	789	7899	他に分類されない洗濯・理容・美容・浴場業
N	79	0	0	その他の生活関連サービス業
N	79	790	0	管理，補助的経済活動を行う事業所（79その他の生活関連サービス業）
N	79	790	7900	主として管理事務を行う本社等
N	79	790	7909	その他の管理，補助的経済活動を行う事業所
N	79	791	0	旅行業
N	79	791	7911	旅行業(旅行業者代理業を除く)
N	79	791	7912	旅行業者代理業
N	79	792	0	家事サービス業
N	79	792	7921	家事サービス業（住込みのもの）
N	79	792	7922	家事サービス業（住込みでないもの）
N	79	793	0	衣服裁縫修理業
N	79	793	7931	衣服裁縫修理業
N	79	794	0	物品預り業
N	79	794	7941	物品預り業
N	79	795	0	火葬・墓地管理業
N	79	795	7951	火葬業
N	79	795	7952	墓地管理業
N	79	796	0	冠婚葬祭業
N	79	796	7961	葬儀業
N	79	796	7962	結婚式場業
N	79	796	7963	冠婚葬祭互助会
N	79	799	0	他に分類されない生活関連サービス業
N	79	799	7991	食品賃加工業
N	79	799	7992	結婚相談業，結婚式場紹介業
N	79	799	7993	写真プリント，現像・焼付業
N	79	799	7999	他に分類されないその他の生活関連サービス業
N	80	0	0	娯楽業
N	80	800	0	管理，補助的経済活動を行う事業所（80娯楽業）
N	80	800	8000	主として管理事務を行う本社等
N	80	800	8009	その他の管理，補助的経済活動を行う事業所
N	80	801	0	映画館
N	80	801	8011	映画館
N	80	802	0	興行場（別掲を除く），興行団
N	80	802	8021	劇場
N	80	802	8022	興行場
N	80	802	8023	劇団
N	80	802	8024	楽団，舞踏団
N	80	802	8025	演芸・スポーツ等興行団
N	80	803	0	競輪・競馬等の競走場，競技団
N	80	803	8031	競輪場
N	80	803	8032	競馬場
N	80	803	8033	自動車・モータボートの競走場
N	80	803	8034	競輪競技団
N	80	803	8035	競馬競技団
N	80	803	8036	自動車・モータボートの競技団
N	80	804	0	スポーツ施設提供業
N	80	804	8041	スポーツ施設提供業（別掲を除く）
N	80	804	8042	体育館
N	80	804	8043	ゴルフ場
N	80	804	8044	ゴルフ練習場
N	80	804	8045	ボウリング場
N	80	804	8046	テニス場
N	80	804	8047	バッティング・テニス練習場
N	80	804	8048	フィットネスクラブ
N	80	805	0	公園，遊園地
N	80	805	8051	公園
N	80	805	8052	遊園地（テーマパークを除く）
N	80	805	8053	テーマパーク
N	80	806	0	遊戯場
N	80	806	8061	ビリヤード場
N	80	806	8062	囲碁・将棋所
N	80	806	8063	マージャンクラブ
N	80	806	8064	パチンコホール
N	80	806	8065	ゲームセンター
N	80	806	8069	その他の遊戯場
N	80	809	0	その他の娯楽業
N	80	809	8091	ダンスホール
N	80	809	8092	マリーナ業
N	80	809	8093	遊漁船業
N	80	809	8094	芸ぎ業
N	80	809	8095	カラオケボックス業
N	80	809	8096	娯楽に附帯するサービス業
N	80	809	8099	他に分類されない娯楽業
O	0	0	0	教育，学習支援業
O	81	0	0	学校教育
O	81	810	0	管理，補助的経済活動を行う事業所（81学校教育）
O	81	810	8101	管理，補助的経済活動を行う事業所
O	81	811	0	幼稚園
O	81	811	8111	幼稚園
O	81	812	0	小学校
O	81	812	8121	小学校
O	81	813	0	中学校
O	81	813	8131	中学校
O	81	814	0	高等学校，中等教育学校
O	81	814	8141	高等学校
O	81	814	8142	中等教育学校
O	81	815	0	特別支援学校
O	81	815	8151	特別支援学校
O	81	816	0	高等教育機関
O	81	816	8161	大学
O	81	816	8162	短期大学
O	81	816	8163	高等専門学校
O	81	817	0	専修学校，各種学校
O	81	817	8171	専修学校
O	81	817	8172	各種学校
O	81	818	0	学校教育支援機関
O	81	818	8181	学校教育支援機関
O	81	819	0	幼保連携型認定こども園
O	81	819	8191	幼保連携型認定こども園
O	82	0	0	その他の教育，学習支援業
O	82	820	0	管理，補助的経済活動を行う事業所（82その他の教育，学習支援業）
O	82	820	8200	主として管理事務を行う本社等
O	82	820	8209	その他の管理，補助的経済活動を行う事業所
O	82	821	0	社会教育
O	82	821	8211	公民館
O	82	821	8212	図書館
O	82	821	8213	博物館，美術館
O	82	821	8214	動物園，植物園，水族館
O	82	821	8215	青少年教育施設
O	82	821	8216	社会通信教育
O	82	821	8219	その他の社会教育
O	82	822	0	職業・教育支援施設
O	82	822	8221	職員教育施設・支援業
O	82	822	8222	職業訓練施設
O	82	822	8229	その他の職業・教育支援施設
O	82	823	0	学習塾
O	82	823	8231	学習塾
O	82	824	0	教養・技能教授業
O	82	824	8241	音楽教授業
O	82	824	8242	書道教授業
O	82	824	8243	生花・茶道教授業
O	82	824	8244	そろばん教授業
O	82	824	8245	外国語会話教授業
O	82	824	8246	スポーツ・健康教授業
O	82	824	8249	その他の教養・技能教授業
O	82	829	0	他に分類されない教育，学習支援業
O	82	829	8299	他に分類されない教育，学習支援業
P	0	0	0	医療，福祉
P	83	0	0	医療業
P	83	830	0	管理，補助的経済活動を行う事業所（83医療業）
P	83	830	8300	主として管理事務を行う本社等
P	83	830	8309	その他の管理，補助的経済活動を行う事業所
P	83	831	0	病院
P	83	831	8311	一般病院
P	83	831	8312	精神科病院
P	83	832	0	一般診療所
P	83	832	8321	有床診療所
P	83	832	8322	無床診療所
P	83	833	0	歯科診療所
P	83	833	8331	歯科診療所
P	83	834	0	助産・看護業
P	83	834	8341	助産所
P	83	834	8342	看護業
P	83	835	0	療術業
P	83	835	8351	あん摩マッサージ指圧師・はり師・きゅう師・柔道整復師の施術所
P	83	835	8359	その他の療術業
P	83	836	0	医療に附帯するサービス業
P	83	836	8361	歯科技工所
P	83	836	8369	その他の医療に附帯するサービス業
P	84	0	0	保健衛生
P	84	840	0	管理，補助的経済活動を行う事業所（84保健衛生）
P	84	840	8400	主として管理事務を行う本社等
P	84	840	8409	その他の管理，補助的経済活動を行う事業所
P	84	841	0	保健所
P	84	841	8411	保健所
P	84	842	0	健康相談施設
P	84	842	8421	結核健康相談施設
P	84	842	8422	精神保健相談施設
P	84	842	8423	母子健康相談施設
P	84	842	8429	その他の健康相談施設
P	84	849	0	その他の保健衛生
P	84	849	8491	検疫所（動物検疫所，植物防疫所を除く）
P	84	849	8492	検査業
P	84	849	8493	消毒業
P	84	849	8499	他に分類されない保健衛生
P	85	0	0	社会保険・社会福祉・介護事業
P	85	850	0	管理，補助的経済活動を行う事業所（85社会保険・社会福祉・介護事業）
P	85	850	8500	主として管理事務を行う本社等
P	85	850	8509	その他の管理，補助的経済活動を行う事業所
P	85	851	0	社会保険事業団体
P	85	851	8511	社会保険事業団体
P	85	852	0	福祉事務所
P	85	852	8521	福祉事務所
P	85	853	0	児童福祉事業
P	85	853	8531	保育所
P	85	853	8539	その他の児童福祉事業
P	85	854	0	老人福祉・介護事業
P	85	854	8541	特別養護老人ホーム
P	85	854	8542	介護老人保健施設
P	85	854	8543	通所・短期入所介護事業
P	85	854	8544	訪問介護事業
P	85	854	8545	認知症老人グループホーム
P	85	854	8546	有料老人ホーム
P	85	854	8549	その他の老人福祉・介護事業
P	85	855	0	障害者福祉事業
P	85	855	8551	居住支援事業
P	85	855	8559	その他の障害者福祉事業
P	85	859	0	その他の社会保険・社会福祉・介護事業
P	85	859	8591	更生保護事業
P	85	859	8599	他に分類されない社会保険・社会福祉・介護事業
Q	0	0	0	複合サービス事業
Q	86	0	0	郵便局
Q	86	860	0	管理，補助的経済活動を行う事業所（86郵便局）
Q	86	860	8601	管理，補助的経済活動を行う事業所
Q	86	861	0	郵便局
Q	86	861	8611	郵便局
Q	86	862	0	郵便局受託業
Q	86	862	8621	簡易郵便局
Q	86	862	8629	その他の郵便局受託業
Q	87	0	0	協同組合（他に分類されないもの）
Q	87	870	0	管理，補助的経済活動を行う事業所（87協同組合）
Q	87	870	8701	管理，補助的経済活動を行う事業所
Q	87	871	0	農林水産業協同組合（他に分類されないもの）
Q	87	871	8711	農業協同組合（他に分類されないもの）
Q	87	871	8712	漁業協同組合（他に分類されないもの）
Q	87	871	8713	水産加工業協同組合（他に分類されないもの）
Q	87	871	8714	森林組合（他に分類されないもの）
Q	87	872	0	事業協同組合（他に分類されないもの）
Q	87	872	8721	事業協同組合（他に分類されないもの）
R	0	0	0	サービス業（他に分類されないもの）
R	88	0	0	廃棄物処理業
R	88	880	0	管理，補助的経済活動を行う事業所（88廃棄物処理業）
R	88	880	8800	主として管理事務を行う本社等
R	88	880	8809	その他の管理，補助的経済活動を行う事業所
R	88	881	0	一般廃棄物処理業
R	88	881	8811	し尿収集運搬業
R	88	881	8812	し尿処分業
R	88	881	8813	浄化槽清掃業
R	88	881	8814	浄化槽保守点検業
R	88	881	8815	ごみ収集運搬業
R	88	881	8816	ごみ処分業
R	88	881	8817	清掃事務所
R	88	882	0	産業廃棄物処理業
R	88	882	8821	産業廃棄物収集運搬業
R	88	882	8822	産業廃棄物処分業
R	88	882	8823	特別管理産業廃棄物収集運搬業
R	88	882	8824	特別管理産業廃棄物処分業
R	88	889	0	その他の廃棄物処理業
R	88	889	8891	死亡獣畜取扱業
R	88	889	8899	他に分類されない廃棄物処理業
R	89	0	0	自動車整備業
R	89	890	0	管理，補助的経済活動を行う事業所（89自動車整備業）
R	89	890	8901	管理，補助的経済活動を行う事業所
R	89	891	0	自動車整備業
R	89	891	8911	自動車一般整備業
R	89	891	8919	その他の自動車整備業
R	90	0	0	機械等修理業（別掲を除く）
R	90	900	0	管理，補助的経済活動を行う事業所（90機械等修理業）
R	90	900	9000	主として管理事務を行う本社等
R	90	900	9009	その他の管理，補助的経済活動を行う事業所
R	90	901	0	機械修理業（電気機械器具を除く）
R	90	901	9011	一般機械修理業（建設・鉱山機械を除く）
R	90	901	9012	建設・鉱山機械整備業
R	90	902	0	電気機械器具修理業
R	90	902	9021	電気機械器具修理業
R	90	903	0	表具業
R	90	903	9031	表具業
R	90	909	0	その他の修理業
R	90	909	9091	家具修理業
R	90	909	9092	時計修理業
R	90	909	9093	履物修理業
R	90	909	9094	かじ業
R	90	909	9099	他に分類されない修理業
R	91	0	0	職業紹介・労働者派遣業
R	91	910	0	管理，補助的経済活動を行う事業所（91職業紹介・労働者派遣業）
R	91	910	9100	主として管理事務を行う本社等
R	91	910	9109	その他の管理，補助的経済活動を行う事業所
R	91	911	0	職業紹介業
R	91	911	9111	職業紹介業
R	91	912	0	労働者派遣業
R	91	912	9121	労働者派遣業
R	92	0	0	その他の事業サービス業
R	92	920	0	管理，補助的経済活動を行う事業所（92その他の事業サービス業）
R	92	920	9200	主として管理事務を行う本社等
R	92	920	9209	その他の管理，補助的経済活動を行う事業所
R	92	921	0	速記・ワープロ入力・複写業
R	92	921	9211	速記・ワープロ入力業
R	92	921	9212	複写業
R	92	922	0	建物サービス業
R	92	922	9221	ビルメンテナンス業
R	92	922	9229	その他の建物サービス業
R	92	923	0	警備業
R	92	923	9231	警備業
R	92	929	0	他に分類されない事業サービス業
R	92	929	9291	ディスプレイ業
R	92	929	9292	産業用設備洗浄業
R	92	929	9293	看板書き業
R	92	929	9294	コールセンター業
R	92	929	9299	他に分類されないその他の事業サービス業
R	93	0	0	政治・経済・文化団体
R	93	931	0	経済団体
R	93	931	9311	実業団体
R	93	931	9312	同業団体
R	93	932	0	労働団体
R	93	932	9321	労働団体
R	93	933	0	学術・文化団体
R	93	933	9331	学術団体
R	93	933	9332	文化団体
R	93	934	0	政治団体
R	93	934	9341	政治団体
R	93	939	0	他に分類されない非営利的団体
R	93	939	9399	他に分類されない非営利的団体
R	94	0	0	宗教
R	94	941	0	神道系宗教
R	94	941	9411	神社，神道教会
R	94	941	9412	教派事務所
R	94	942	0	仏教系宗教
R	94	942	9421	寺院，仏教教会
R	94	942	9422	宗派事務所
R	94	943	0	キリスト教系宗教
R	94	943	9431	キリスト教教会，修道院
R	94	943	9432	教団事務所
R	94	949	0	その他の宗教
R	94	949	9491	その他の宗教の教会
R	94	949	9499	その他の宗教の教団事務所
R	95	0	0	その他のサービス業
R	95	950	0	管理，補助的経済活動を行う事業所（95その他のサービス業）
R	95	950	9501	管理，補助的経済活動を行う事業所
R	95	951	0	集会場
R	95	951	9511	集会場
R	95	952	0	と畜場
R	95	952	9521	と畜場
R	95	959	0	他に分類されないサービス業
R	95	959	9599	他に分類されないサービス業
R	96	0	0	外国公務
R	96	961	0	外国公館
R	96	961	9611	外国公館
R	96	969	0	その他の外国公務
R	96	969	9699	その他の外国公務
S	0	0	0	公務（他に分類されるものを除く）
S	97	0	0	国家公務
S	97	971	0	立法機関
S	97	971	9711	立法機関
S	97	972	0	司法機関
S	97	972	9721	司法機関
S	97	973	0	行政機関
S	97	973	9731	行政機関
S	98	0	0	地方公務
S	98	981	0	都道府県機関
S	98	981	9811	都道府県機関
S	98	982	0	市町村機関
S	98	982	9821	市町村機関
T	0	0	0	分類不能の産業
T	99	0	0	分類不能の産業
T	99	999	0	分類不能の産業
T	99	999	9999	分類不能の産業

